Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm,Year,Month,Quarter,PropertyType
Footscray,2/15 Geelong Rd,2,h,575000.0,S,Burnham,2016-11-12,6.4,3011.0,2.0,1.0,1.0,162.0,,2000.0,Maribyrnong,-37.796,144.899,Western Metropolitan,7570.0,3549.382716049383,2016,11,2016Q4,House
Footscray,6 John St,4,h,1100000.0,SP,Biggin,2016-08-13,6.4,3011.0,3.0,1.0,2.0,633.0,,,Maribyrnong,-37.802,144.889,Western Metropolitan,7570.0,1737.7567140600315,2016,8,2016Q3,House
Footscray,36 Windsor St,3,h,932000.0,S,Jas,2016-08-13,6.4,3011.0,2.0,1.0,1.0,451.0,130.0,1910.0,Maribyrnong,-37.8023,144.8915,Western Metropolitan,7570.0,2066.518847006652,2016,8,2016Q3,House
Footscray,95 Gordon St,3,h,780000.0,S,Jas,2016-05-14,6.4,3011.0,3.0,1.0,2.0,323.0,129.0,1900.0,Maribyrnong,-37.7935,144.8893,Western Metropolitan,7570.0,2414.860681114551,2016,5,2016Q2,House
Footscray,9/6 Rosamond Rd,2,t,410000.0,SP,Rendina,2016-10-15,6.4,3011.0,2.0,2.0,1.0,65.0,80.0,2014.0,Maribyrnong,-37.7881,144.8838,Western Metropolitan,7570.0,6307.692307692308,2016,10,2016Q4,Townhouse
Footscray,53 Ryan St,2,h,1170000.0,S,Sweeney,2016-10-15,6.4,3011.0,2.0,1.0,1.0,184.0,103.0,1900.0,Maribyrnong,-37.7988,144.90200000000004,Western Metropolitan,7570.0,6358.695652173913,2016,10,2016Q4,House
Footscray,6/63 Everard St,2,u,615000.0,S,Sweeney,2016-04-16,6.4,3011.0,2.0,1.0,3.0,207.0,,1960.0,Maribyrnong,-37.7975,144.8855,Western Metropolitan,7570.0,2971.014492753623,2016,4,2016Q2,Unit
Footscray,2 Buckingham St,3,h,747000.0,S,Jas,2016-07-16,6.4,3011.0,3.0,1.0,1.0,246.0,120.0,1940.0,Maribyrnong,-37.8012,144.8924,Western Metropolitan,7570.0,3036.5853658536585,2016,7,2016Q3,House
Footscray,45 Droop St,3,h,1045000.0,S,Sweeney,2016-07-16,6.4,3011.0,3.0,2.0,2.0,384.0,,,Maribyrnong,-37.7976,144.8976,Western Metropolitan,7570.0,2721.3541666666665,2016,7,2016Q3,House
Footscray,88 Eleanor St,3,h,775000.0,SP,Sweeney,2016-07-16,6.4,3011.0,3.0,1.0,1.0,242.0,99.0,1920.0,Maribyrnong,-37.7956,144.8848,Western Metropolitan,7570.0,3202.4793388429753,2016,7,2016Q3,House
Footscray,8/33 Gordon St,1,u,305000.0,S,Burnham,2016-09-17,6.4,3011.0,1.0,1.0,1.0,59.0,70.0,1965.0,Maribyrnong,-37.7903,144.8899,Western Metropolitan,7570.0,5169.4915254237285,2016,9,2016Q3,Unit
Footscray,31 Southampton St,3,h,860500.0,S,Burnham,2016-09-17,6.4,3011.0,3.0,2.0,2.0,322.0,228.0,1980.0,Maribyrnong,-37.7963,144.8862,Western Metropolitan,7570.0,2672.360248447205,2016,9,2016Q3,House
Footscray,2 French St,3,t,820000.0,SP,Sweeney,2017-03-18,6.4,3011.0,3.0,2.0,1.0,122.0,,,Maribyrnong,-37.8021,144.8976,Western Metropolitan,7570.0,6721.311475409836,2017,3,2017Q1,Townhouse
Footscray,88 Victoria St,3,h,875000.0,S,Village,2017-03-18,6.4,3011.0,3.0,1.0,0.0,262.0,92.0,,Maribyrnong,-37.8022,144.8924,Western Metropolitan,7570.0,3339.6946564885498,2017,3,2017Q1,House
Footscray,167 Gordon St,2,h,711000.0,SP,Jas,2016-06-18,6.4,3011.0,2.0,1.0,2.0,253.0,90.0,1910.0,Maribyrnong,-37.7968,144.8887,Western Metropolitan,7570.0,2810.276679841897,2016,6,2016Q2,House
Footscray,224 Ballarat Rd,2,h,690500.0,SP,Rendina,2016-11-19,6.4,3011.0,2.0,1.0,1.0,212.0,98.0,1900.0,Maribyrnong,-37.7903,144.8879,Western Metropolitan,7570.0,3257.0754716981132,2016,11,2016Q4,House
Footscray,7 Essex St,2,h,747000.0,S,Sweeney,2016-11-19,6.4,3011.0,2.0,1.0,1.0,320.0,94.0,1900.0,Maribyrnong,-37.7964,144.8871,Western Metropolitan,7570.0,2334.375,2016,11,2016Q4,House
Footscray,51 Lynch St,2,h,858000.0,SP,Jas,2016-05-22,6.4,3011.0,2.0,1.0,1.0,313.0,93.0,1915.0,Maribyrnong,-37.7966,144.9016,Western Metropolitan,7570.0,2741.214057507987,2016,5,2016Q2,House
Footscray,35 Leander St,2,h,835000.0,SP,Jas,2016-08-22,6.4,3011.0,2.0,1.0,1.0,222.0,109.0,1920.0,Maribyrnong,-37.7962,144.8844,Western Metropolitan,7570.0,3761.261261261261,2016,8,2016Q3,House
Footscray,49 MacPherson St,2,h,661000.0,S,Sweeney,2016-08-22,6.4,3011.0,2.0,1.0,1.0,132.0,83.0,1970.0,Maribyrnong,-37.7946,144.8903,Western Metropolitan,7570.0,5007.575757575758,2016,8,2016Q3,House
Footscray,69 MacPherson St,2,h,757500.0,S,Sweeney,2016-08-22,6.4,3011.0,2.0,1.0,0.0,258.0,108.0,1900.0,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570.0,2936.046511627907,2016,8,2016Q3,House
Footscray,4/11 Nicholson St,1,u,282000.0,PI,Sweeney,2016-09-24,6.4,3011.0,1.0,1.0,1.0,1783.0,42.0,1975.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,7570.0,158.16040381379696,2016,9,2016Q3,Unit
Footscray,2/25 Stanlake St,3,t,699000.0,S,Jas,2016-09-24,6.4,3011.0,3.0,1.0,1.0,125.0,113.0,2000.0,Maribyrnong,-37.7922,144.8831,Western Metropolitan,7570.0,5592.0,2016,9,2016Q3,Townhouse
Footscray,24 Dudley St,3,h,850000.0,SP,Village,2017-02-25,6.4,3011.0,3.0,1.0,0.0,190.0,99.0,1930.0,Maribyrnong,-37.795,144.88299999999995,Western Metropolitan,7570.0,4473.684210526316,2017,2,2017Q1,House
Footscray,12/14 Eldridge St,2,u,315000.0,PI,C21,2017-02-25,6.4,3011.0,2.0,1.0,1.0,882.0,74.0,1970.0,Maribyrnong,-37.7899,144.893,Western Metropolitan,7570.0,357.14285714285717,2017,2,2017Q1,Unit
Footscray,65 Hyde St,3,h,740000.0,SP,Jas,2017-02-25,6.4,3011.0,3.0,1.0,1.0,211.0,94.0,1910.0,Maribyrnong,-37.8059,144.901,Western Metropolitan,7570.0,3507.1090047393363,2017,2,2017Q1,House
Footscray,62 Moore St,3,h,980000.0,S,GL,2016-07-26,6.4,3011.0,3.0,2.0,2.0,196.0,154.0,2006.0,Maribyrnong,-37.7987,144.9034,Western Metropolitan,7570.0,5000.0,2016,7,2016Q3,House
Footscray,23 Moore St,2,h,800000.0,S,Village,2016-06-27,6.4,3011.0,2.0,1.0,2.0,260.0,,1940.0,Maribyrnong,-37.7969,144.9042,Western Metropolitan,7570.0,3076.923076923077,2016,6,2016Q2,House
Footscray,20 Ryan St,2,h,760000.0,PI,Burnham,2016-06-27,6.4,3011.0,2.0,1.0,0.0,130.0,70.0,1920.0,Maribyrnong,-37.7988,144.9045,Western Metropolitan,7570.0,5846.153846153846,2016,6,2016Q2,House
Footscray,39 Warleigh Rd,3,t,735000.0,S,Jas,2016-06-27,6.4,3011.0,3.0,2.0,2.0,112.0,168.0,2010.0,Maribyrnong,-37.8001,144.8797,Western Metropolitan,7570.0,6562.5,2016,6,2016Q2,Townhouse
Footscray,6 White St,2,h,823000.0,S,Jas,2016-06-27,6.4,3011.0,2.0,1.0,0.0,238.0,,,Maribyrnong,-37.7946,144.8944,Western Metropolitan,7570.0,3457.983193277311,2016,6,2016Q2,House
Footscray,4 Adelaide St,4,h,1225000.0,SP,Nelson,2016-11-27,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong,-37.7943,144.8875,Western Metropolitan,7570.0,3840.12539184953,2016,11,2016Q4,House
Footscray,4 The Crescent,3,h,886500.0,S,Greg,2016-11-27,6.4,3011.0,3.0,1.0,0.0,268.0,,,Maribyrnong,-37.7942,144.8933,Western Metropolitan,7570.0,3307.8358208955224,2016,11,2016Q4,House
Footscray,8 Dudley St,3,h,767500.0,S,Sweeney,2016-05-28,6.4,3011.0,3.0,2.0,0.0,458.0,98.0,1930.0,Maribyrnong,-37.7942,144.8832,Western Metropolitan,7570.0,1675.764192139738,2016,5,2016Q2,House
Footscray,12 Tait St,4,h,815000.0,PI,Biggin,2016-05-28,6.4,3011.0,4.0,2.0,1.0,369.0,151.0,1910.0,Maribyrnong,-37.7914,144.8957,Western Metropolitan,7570.0,2208.6720867208674,2016,5,2016Q2,House
Footscray,20 McDougall Dr,3,t,757000.0,S,Jas,2016-08-28,6.4,3011.0,3.0,2.0,2.0,102.0,102.0,2011.0,Maribyrnong,-37.7987,144.8807,Western Metropolitan,7570.0,7421.568627450981,2016,8,2016Q3,Townhouse
Footscray,20 Nicholson St,4,h,1450000.0,SP,Village,2016-08-28,6.4,3011.0,4.0,1.0,1.0,799.0,160.0,1910.0,Maribyrnong,-37.7958,144.9001,Western Metropolitan,7570.0,1814.7684605757197,2016,8,2016Q3,House
Footscray,119 Droop St,2,h,745000.0,S,Village,2016-07-30,6.4,3011.0,2.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western Metropolitan,7570.0,2098.5915492957747,2016,7,2016Q3,House
Footscray,1a Leander St,2,h,716000.0,S,Ray,2016-07-30,6.4,3011.0,2.0,1.0,2.0,274.0,275.0,2000.0,Maribyrnong,-37.7939,144.8846,Western Metropolitan,7570.0,2613.1386861313867,2016,7,2016Q3,House
Glen Iris,6 Beatrice St,3,h,1735000.0,S,hockingstuart,2016-09-03,9.2,3146.0,3.0,2.0,3.0,680.0,170.0,1935.0,Boroondara,-37.854,145.0832,Southern Metropolitan,10412.0,2551.470588235294,2016,9,2016Q3,House
Glen Iris,57 Brandon St,2,h,1699000.0,S,Jellis,2016-09-03,9.2,3146.0,3.0,1.0,2.0,653.0,,,Boroondara,-37.8573,145.077,Southern Metropolitan,10412.0,2601.8376722817766,2016,9,2016Q3,House
Glen Iris,11 Vincent St,4,h,3400000.0,VB,Kay,2016-09-03,9.2,3146.0,4.0,3.0,2.0,856.0,265.0,1920.0,Stonnington,-37.8628,145.0436,Southern Metropolitan,10412.0,3971.96261682243,2016,9,2016Q3,House
Glen Iris,2 Vincent St,5,h,3730000.0,PI,Abercromby's,2016-09-03,9.2,3146.0,4.0,3.0,2.0,919.0,353.0,1925.0,Stonnington,-37.8637,145.0438,Southern Metropolitan,10412.0,4058.759521218716,2016,9,2016Q3,House
Glen Iris,28 Alfred Rd,4,h,1800000.0,VB,Marshall,2016-12-03,9.2,3146.0,4.0,2.0,2.0,868.0,217.0,1930.0,Boroondara,-37.8522,145.0893,Southern Metropolitan,10412.0,2073.7327188940094,2016,12,2016Q4,House
Glen Iris,62 Staughton Rd,4,h,1998000.0,S,J,2016-12-03,9.2,3146.0,4.0,2.0,1.0,739.0,183.0,2002.0,Boroondara,-37.8513,145.0601,Southern Metropolitan,10412.0,2703.6535859269284,2016,12,2016Q4,House
Glen Iris,8 Kenilworth Gr,4,h,3110000.0,S,Jellis,2017-03-04,9.2,3146.0,4.0,2.0,4.0,1318.0,,,Stonnington,-37.853,145.0491,Southern Metropolitan,10412.0,2359.6358118361154,2017,3,2017Q1,House
Glen Iris,43 Pascoe St,3,h,1780000.0,S,hockingstuart,2017-03-04,9.2,3146.0,3.0,1.0,2.0,627.0,,,Boroondara,-37.8599,145.0898,Southern Metropolitan,10412.0,2838.915470494418,2017,3,2017Q1,House
Glen Iris,2/11 Peace St,3,h,1425000.0,S,Marshall,2017-03-04,9.2,3146.0,3.0,2.0,2.0,217.0,163.0,2006.0,Boroondara,-37.8639,145.0641,Southern Metropolitan,10412.0,6566.820276497696,2017,3,2017Q1,House
Glen Iris,48 Alfred Rd,3,h,1530000.0,S,Jellis,2016-06-04,9.2,3146.0,3.0,1.0,1.0,753.0,118.0,1940.0,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412.0,2031.8725099601593,2016,6,2016Q2,House
Glen Iris,3 Bridges St,4,h,1900000.0,PI,Jellis,2016-06-04,9.2,3146.0,4.0,4.0,2.0,708.0,323.0,1985.0,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412.0,2683.6158192090397,2016,6,2016Q2,House
Glen Iris,45 Charles St,2,h,1500000.0,S,Marshall,2016-06-04,9.2,3146.0,3.0,1.0,2.0,660.0,,,Boroondara,-37.8536,145.0911,Southern Metropolitan,10412.0,2272.7272727272725,2016,6,2016Q2,House
Glen Iris,6 Chester St,3,h,1360000.0,PI,Fletchers,2016-06-04,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412.0,1931.8181818181818,2016,6,2016Q2,House
Glen Iris,56 Gardiner Pde,5,h,2175000.0,S,Fletchers,2016-06-04,9.2,3146.0,5.0,3.0,4.0,619.0,327.0,2003.0,Boroondara,-37.8554,145.0611,Southern Metropolitan,10412.0,3513.73182552504,2016,6,2016Q2,House
Glen Iris,22 Renwick St,4,h,2325000.0,PI,Marshall,2016-06-04,9.2,3146.0,4.0,3.0,2.0,638.0,314.0,1930.0,Boroondara,-37.8523,145.0726,Southern Metropolitan,10412.0,3644.2006269592475,2016,6,2016Q2,House
Glen Iris,10 Hazeldine Rd,4,h,2538000.0,S,Marshall,2016-08-06,9.2,3146.0,4.0,2.0,3.0,630.0,314.0,2000.0,Boroondara,-37.856,145.0691,Southern Metropolitan,10412.0,4028.5714285714284,2016,8,2016Q3,House
Glen Iris,1 Montana St,4,h,2300000.0,VB,Jellis,2016-08-06,9.2,3146.0,4.0,3.0,4.0,1258.0,254.0,1941.0,Boroondara,-37.8552,145.082,Southern Metropolitan,10412.0,1828.2988871224165,2016,8,2016Q3,House
Glen Iris,6 Chester St,3,h,1600000.0,VB,Fletchers,2016-05-07,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412.0,2272.7272727272725,2016,5,2016Q2,House
Glen Iris,7 Flowerdale Rd,3,h,2100000.0,VB,Marshall,2016-05-07,9.2,3146.0,3.0,2.0,2.0,904.0,,,Boroondara,-37.856,145.0705,Southern Metropolitan,10412.0,2323.008849557522,2016,5,2016Q2,House
Glen Iris,48 Martin Rd,3,h,2115000.0,S,Jellis,2016-05-07,9.2,3146.0,4.0,2.0,2.0,745.0,157.0,1920.0,Boroondara,-37.8501,145.059,Southern Metropolitan,10412.0,2838.9261744966443,2016,5,2016Q2,House
Glen Iris,73 Pascoe St,3,h,1700000.0,S,Jellis,2016-05-07,9.2,3146.0,3.0,2.0,2.0,625.0,188.0,1951.0,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412.0,2720.0,2016,5,2016Q2,House
Glen Iris,16 Vincent St,4,h,3500000.0,S,Kay,2016-05-07,9.2,3146.0,4.0,2.0,2.0,859.0,,,Stonnington,-37.8625,145.04399999999995,Southern Metropolitan,10412.0,4074.5052386495927,2016,5,2016Q2,House
Glen Iris,12 Walerna Rd,3,h,1750000.0,S,Jellis,2016-05-07,9.2,3146.0,3.0,2.0,2.0,652.0,,,Boroondara,-37.8556,145.06799999999996,Southern Metropolitan,10412.0,2684.0490797546013,2016,5,2016Q2,House
Glen Iris,1/9 Myrniong St,3,h,967500.0,S,Marshall,2016-11-07,9.2,3146.0,3.0,2.0,1.0,233.0,,,Boroondara,-37.8515,145.0938,Southern Metropolitan,10412.0,4152.360515021459,2016,11,2016Q4,House
Glen Iris,192 Tooronga Rd,4,h,2077000.0,S,RT,2016-11-07,9.2,3146.0,4.0,2.0,3.0,553.0,143.0,1910.0,Boroondara,-37.8589,145.0413,Southern Metropolitan,10412.0,3755.8770343580472,2016,11,2016Q4,House
Glen Iris,34 Yeovil Rd,4,h,2850000.0,S,Jellis,2016-11-07,9.2,3146.0,4.0,3.0,2.0,1184.0,305.0,1935.0,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412.0,2407.0945945945946,2016,11,2016Q4,House
Glen Iris,1/46 Iris Rd,3,h,1222000.0,S,Marshall,2016-10-08,9.2,3146.0,3.0,1.0,1.0,215.0,,,Boroondara,-37.85,145.05700000000004,Southern Metropolitan,10412.0,5683.720930232558,2016,10,2016Q4,House
Glen Iris,39 Welfare Pde,4,h,1550000.0,S,Marshall,2016-10-08,9.2,3146.0,3.0,2.0,2.0,662.0,,,Boroondara,-37.8588,145.0832,Southern Metropolitan,10412.0,2341.3897280966767,2016,10,2016Q4,House
Glen Iris,423 Burke Rd,3,h,1660000.0,S,Christopher,2016-09-10,9.2,3146.0,3.0,1.0,2.0,297.0,,1930.0,Boroondara,-37.847,145.0535,Southern Metropolitan,10412.0,5589.225589225589,2016,9,2016Q3,House
Glen Iris,2 Celia St,6,h,2250000.0,VB,Gary,2016-09-10,9.2,3146.0,5.0,3.0,2.0,650.0,,1940.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412.0,3461.5384615384614,2016,9,2016Q3,House
Glen Iris,2/25 Cloverdale Rd,3,u,1162000.0,S,Jellis,2016-09-10,9.2,3146.0,2.0,2.0,2.0,281.0,,,Boroondara,-37.8579,145.0736,Southern Metropolitan,10412.0,4135.231316725979,2016,9,2016Q3,Unit
Glen Iris,51 Dent St,4,h,2020000.0,PI,Marshall,2016-09-10,9.2,3146.0,4.0,2.0,2.0,630.0,351.0,2009.0,Boroondara,-37.8667,145.0752,Southern Metropolitan,10412.0,3206.3492063492063,2016,9,2016Q3,House
Glen Iris,25 Hope St,2,h,845000.0,S,Noel,2016-09-10,9.2,3146.0,2.0,0.0,0.0,207.0,,,Stonnington,-37.863,145.0501,Southern Metropolitan,10412.0,4082.1256038647343,2016,9,2016Q3,House
Glen Iris,27 Pascoe St,3,h,1510000.0,PI,hockingstuart,2016-09-10,9.2,3146.0,3.0,2.0,2.0,370.0,,,Boroondara,-37.8597,145.0883,Southern Metropolitan,10412.0,4081.0810810810813,2016,9,2016Q3,House
Glen Iris,5 Charles St,4,h,2010000.0,S,Marshall,2016-12-10,9.2,3146.0,4.0,2.0,2.0,659.0,212.0,1930.0,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412.0,3050.0758725341425,2016,12,2016Q4,House
Glen Iris,15 Pascoe St,3,h,1275000.0,VB,Tim,2016-12-10,9.2,3146.0,3.0,2.0,2.0,669.0,,,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412.0,1905.8295964125562,2016,12,2016Q4,House
Glen Iris,1/39 Scott Gr,1,u,452000.0,S,RT,2016-12-10,9.2,3146.0,1.0,1.0,1.0,63.0,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412.0,7174.603174603175,2016,12,2016Q4,Unit
Glen Iris,1/33 Yeovil Rd,3,t,1625000.0,S,Jellis,2016-12-10,9.2,3146.0,3.0,2.0,2.0,365.0,,,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412.0,4452.054794520548,2016,12,2016Q4,Townhouse
Glen Iris,22 Aintree Rd,4,h,1800000.0,SP,Marshall,2016-11-12,9.2,3146.0,4.0,3.0,2.0,743.0,,,Stonnington,-37.8566,145.0439,Southern Metropolitan,10412.0,2422.6110363391654,2016,11,2016Q4,House
Glen Iris,56 Brandon St,3,h,1820000.0,S,Jellis,2016-11-12,9.2,3146.0,3.0,1.0,3.0,650.0,136.0,1930.0,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412.0,2800.0,2016,11,2016Q4,House
Glen Iris,1/6 Edgar St,1,u,291000.0,PI,hockingstuart,2016-11-12,9.2,3146.0,1.0,1.0,1.0,1097.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412.0,265.26891522333636,2016,11,2016Q4,Unit
Glen Iris,1/146 Glen Iris Rd,2,u,710000.0,VB,Jellis,2016-11-12,9.2,3146.0,2.0,1.0,2.0,123.0,,,Boroondara,-37.8567,145.0666,Southern Metropolitan,10412.0,5772.357723577235,2016,11,2016Q4,Unit
Glen Iris,20 Howitt St,4,h,2376000.0,S,Jellis,2016-11-12,9.2,3146.0,4.0,2.0,2.0,652.0,230.0,1925.0,Boroondara,-37.8479,145.0557,Southern Metropolitan,10412.0,3644.1717791411043,2016,11,2016Q4,House
Glen Iris,115 Tooronga Rd,2,h,1020000.0,SP,Jellis,2016-11-12,9.2,3146.0,2.0,1.0,0.0,251.0,,1910.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412.0,4063.7450199203186,2016,11,2016Q4,House
Glen Iris,22 Wills St,3,h,1456000.0,SP,Jellis,2016-11-12,9.2,3146.0,3.0,1.0,2.0,504.0,142.0,1920.0,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412.0,2888.8888888888887,2016,11,2016Q4,House
Glen Iris,20 Howie St,3,h,1875000.0,S,Marshall,2016-08-13,9.2,3146.0,3.0,2.0,3.0,607.0,,,Boroondara,-37.8534,145.0735,Southern Metropolitan,10412.0,3088.9621087314663,2016,8,2016Q3,House
Glen Iris,294 Tooronga Rd,3,h,1430000.0,S,Marshall,2016-08-13,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,,Boroondara,-37.8524,145.0425,Southern Metropolitan,10412.0,3714.285714285714,2016,8,2016Q3,House
Glen Iris,11/63 Edgar St N,1,t,345000.0,PI,Jellis,2016-05-14,9.2,3146.0,1.0,1.0,1.0,745.0,44.0,1970.0,Stonnington,-37.8505,145.0459,Southern Metropolitan,10412.0,463.0872483221477,2016,5,2016Q2,Townhouse
Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,2016-05-14,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412.0,2873.5632183908046,2016,5,2016Q2,House
Glen Iris,130 High St,4,h,1550000.0,PI,Jellis,2016-05-14,9.2,3146.0,4.0,0.0,0.0,769.0,,,Boroondara,-37.8628,145.0734,Southern Metropolitan,10412.0,2015.6046814044214,2016,5,2016Q2,House
Glen Iris,11 Kenilworth Gr,3,h,1625000.0,S,Jellis,2016-05-14,9.2,3146.0,4.0,2.0,4.0,1005.0,,1980.0,Stonnington,-37.8528,145.0487,Southern Metropolitan,10412.0,1616.915422885572,2016,5,2016Q2,House
Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,2016-10-15,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0,6964.285714285715,2016,10,2016Q4,Townhouse
Glen Iris,2 Celia St,5,h,1960000.0,PI,Gary,2016-10-15,9.2,3146.0,5.0,3.0,2.0,650.0,,1940.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412.0,3015.3846153846152,2016,10,2016Q4,House
Glen Iris,67 Celia St,4,h,1700000.0,PI,Fletchers,2016-10-15,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,Boroondara,-37.8581,145.078,Southern Metropolitan,10412.0,2615.3846153846152,2016,10,2016Q4,House
Glen Iris,1/15 Scott Gr,3,t,1220000.0,S,Jellis,2016-10-15,9.2,3146.0,3.0,2.0,2.0,278.0,,1999.0,Stonnington,-37.8574,145.0496,Southern Metropolitan,10412.0,4388.489208633094,2016,10,2016Q4,Townhouse
Glen Iris,2/67 Staughton Rd,3,h,1375000.0,S,Marshall,2016-10-15,9.2,3146.0,3.0,2.0,2.0,328.0,176.0,1990.0,Boroondara,-37.8529,145.0605,Southern Metropolitan,10412.0,4192.073170731707,2016,10,2016Q4,House
Glen Iris,56 Wills St,2,h,920000.0,S,Fletchers,2016-10-15,9.2,3146.0,2.0,1.0,2.0,334.0,115.0,1930.0,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412.0,2754.491017964072,2016,10,2016Q4,House
Glen Iris,1/38 Edgar St,2,u,382000.0,SP,hockingstuart,2016-07-16,9.2,3146.0,2.0,1.0,1.0,1069.0,33.0,1960.0,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412.0,357.34331150608045,2016,7,2016Q3,Unit
Glen Iris,1/8 Estella St,4,t,1350000.0,VB,Woodards,2016-07-16,9.2,3146.0,3.0,2.0,2.0,342.0,,,Boroondara,-37.8622,145.0634,Southern Metropolitan,10412.0,3947.3684210526317,2016,7,2016Q3,Townhouse
Glen Iris,1597 Malvern Rd,2,h,1280000.0,S,Noel,2016-07-16,9.2,3146.0,2.0,1.0,1.0,412.0,123.0,1950.0,Stonnington,-37.8541,145.05100000000004,Southern Metropolitan,10412.0,3106.7961165048546,2016,7,2016Q3,House
Glen Iris,27 Celia St,3,h,1825000.0,S,Fletchers,2016-09-17,9.2,3146.0,3.0,1.0,2.0,652.0,,,Boroondara,-37.8552,145.0785,Southern Metropolitan,10412.0,2799.079754601227,2016,9,2016Q3,House
Glen Iris,116 High St,5,h,2825000.0,PI,Jellis,2016-09-17,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412.0,3522.443890274314,2016,9,2016Q3,House
Glen Iris,1 Maitland St,3,h,2825000.0,S,Jellis,2016-09-17,9.2,3146.0,4.0,2.0,4.0,885.0,217.0,1910.0,Stonnington,-37.8577,145.0421,Southern Metropolitan,10412.0,3192.090395480226,2016,9,2016Q3,House
Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,2016-09-17,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412.0,4986.338797814207,2016,9,2016Q3,House
Glen Iris,8 Morell St,4,h,2016000.0,S,Jellis,2017-03-18,9.2,3146.0,4.0,2.0,3.0,733.0,,,Boroondara,-37.8561,145.0864,Southern Metropolitan,10412.0,2750.3410641200544,2017,3,2017Q1,House
Glen Iris,33 Rosedale Rd,5,h,3085000.0,S,Marshall,2017-03-18,9.2,3146.0,5.0,3.0,3.0,778.0,326.0,2000.0,Boroondara,-37.8582,145.0715,Southern Metropolitan,10412.0,3965.2956298200515,2017,3,2017Q1,House
Glen Iris,33A Scott Gr,3,h,1710000.0,S,Noel,2017-03-18,9.2,3146.0,3.0,1.0,3.0,557.0,,,Stonnington,-37.8556,145.0499,Southern Metropolitan,10412.0,3070.0179533213645,2017,3,2017Q1,House
Glen Iris,23 Somerset Rd,3,h,1770000.0,SP,Noel,2017-03-18,9.2,3146.0,3.0,1.0,3.0,603.0,,,Boroondara,-37.8503,145.0754,Southern Metropolitan,10412.0,2935.323383084577,2017,3,2017Q1,House
Glen Iris,10 Yeovil Rd,3,h,1765000.0,S,Philip,2017-03-18,9.2,3146.0,3.0,1.0,2.0,650.0,,,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412.0,2715.3846153846152,2017,3,2017Q1,House
Glen Iris,14 Rosedale Rd,3,h,2000000.0,PI,Jellis,2016-06-18,9.2,3146.0,2.0,1.0,2.0,821.0,,,Boroondara,-37.8581,145.0685,Southern Metropolitan,10412.0,2436.05359317905,2016,6,2016Q2,House
Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,2016-06-18,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Boroondara,-37.858,145.0696,Southern Metropolitan,10412.0,2228.4122562674092,2016,6,2016Q2,House
