Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm,Year,Month,Quarter,PropertyType,Suburb_Median,Price_Deviation
Camberwell,2/564 Riversdale Rd,2,u,693000.0,S,Bekdon,2016-07-16,7.8,3124.0,2.0,1.0,1.0,84.0,,,Boroondara,-37.832,145.0599,Southern Metropolitan,8920.0,8250.0,2016,7,2016Q3,Unit,1800000.0,-0.615
Camberwell,2/25 Hazel St,2,u,900000.0,S,Jellis,2016-09-17,7.8,3124.0,2.0,1.0,1.0,150.0,88.0,1970.0,Boroondara,-37.8438,145.066,Southern Metropolitan,8920.0,6000.0,2016,9,2016Q3,Unit,1800000.0,-0.5
Camberwell,18 Middle Rd,5,h,2700000.0,VB,Jellis,2016-09-17,7.8,3124.0,5.0,3.0,2.0,802.0,317.0,1994.0,Boroondara,-37.8442,145.0578,Southern Metropolitan,8920.0,3366.583541147132,2016,9,2016Q3,House,1800000.0,0.5
Camberwell,4/17 Hazel St,2,u,805000.0,PI,Noel,2017-03-18,7.8,3124.0,2.0,2.0,2.0,188.0,,,Boroondara,-37.8442,145.0668,Southern Metropolitan,8920.0,4281.914893617021,2017,3,2017Q1,Unit,1800000.0,-0.5527777777777778
Camberwell,15 Hollsmoor Rd,4,h,2228000.0,S,Jellis,2017-03-18,7.8,3124.0,4.0,2.0,2.0,813.0,163.0,1960.0,Boroondara,-37.8405,145.0903,Southern Metropolitan,8920.0,2740.4674046740465,2017,3,2017Q1,House,1800000.0,0.23777777777777778
Camberwell,4/1 Through Rd,3,t,930000.0,S,Ray,2017-03-18,7.8,3124.0,3.0,2.0,2.0,132.0,,1970.0,Boroondara,-37.8489,145.088,Southern Metropolitan,8920.0,7045.454545454545,2017,3,2017Q1,Townhouse,1800000.0,-0.48333333333333334
Camberwell,37 Victoria Rd,4,h,4760000.0,S,Jellis,2017-03-18,7.8,3124.0,4.0,2.0,2.0,903.0,,,Boroondara,-37.8238,145.0624,Southern Metropolitan,8920.0,5271.3178294573645,2017,3,2017Q1,House,1800000.0,1.6444444444444444
Camberwell,6 Wilson Gr,3,h,1602500.0,S,Lindellas,2017-03-18,7.8,3124.0,3.0,1.0,1.0,405.0,102.0,1930.0,Boroondara,-37.8448,145.071,Southern Metropolitan,8920.0,3956.7901234567903,2017,3,2017Q1,House,1800000.0,-0.10972222222222222
Camberwell,16 Joffre St,3,t,1515000.0,SP,hockingstuart,2016-06-18,7.8,3124.0,3.0,2.0,2.0,318.0,,,Boroondara,-37.8447,145.0916,Southern Metropolitan,8920.0,4764.1509433962265,2016,6,2016Q2,Townhouse,1800000.0,-0.15833333333333333
Camberwell,9a Russell St,2,h,1800000.0,PI,Marshall,2016-06-18,7.8,3124.0,2.0,1.0,4.0,368.0,,,Boroondara,-37.8233,145.0644,Southern Metropolitan,8920.0,4891.304347826087,2016,6,2016Q2,House,1800000.0,0.0
Camberwell,2/13 Glyndon Rd,2,h,1185000.0,S,Kay,2016-08-22,7.8,3124.0,3.0,2.0,2.0,259.0,,,Boroondara,-37.8357,145.0786,Southern Metropolitan,8920.0,4575.289575289576,2016,8,2016Q3,House,1800000.0,-0.3416666666666667
Camberwell,13 Smith Rd,3,h,2177000.0,S,Kay,2016-08-22,7.8,3124.0,3.0,1.0,2.0,635.0,130.0,1920.0,Boroondara,-37.8454,145.0707,Southern Metropolitan,8920.0,3428.3464566929133,2016,8,2016Q3,House,1800000.0,0.20944444444444443
Camberwell,14 Hollsmoor Rd,3,h,2155000.0,S,Noel,2016-09-24,7.8,3124.0,3.0,1.0,1.0,891.0,,,Boroondara,-37.8408,145.0905,Southern Metropolitan,8920.0,2418.6307519640854,2016,9,2016Q3,House,1800000.0,0.19722222222222222
Camberwell,68 Bowen St,3,h,3400000.0,S,Jellis,2017-02-25,7.8,3124.0,3.0,2.0,4.0,877.0,146.0,1960.0,Boroondara,-37.8437,145.0623,Southern Metropolitan,8920.0,3876.852907639681,2017,2,2017Q1,House,1800000.0,0.8888888888888888
Camberwell,64A Christowel St,2,h,1470000.0,S,Noel,2017-02-25,7.8,3124.0,2.0,1.0,2.0,400.0,,,Boroondara,-37.8393,145.0662,Southern Metropolitan,8920.0,3675.0,2017,2,2017Q1,House,1800000.0,-0.18333333333333332
Camberwell,2/23 Hazel St,2,u,820000.0,S,Jellis,2017-02-25,7.8,3124.0,2.0,1.0,1.0,166.0,,1969.0,Boroondara,-37.8439,145.0662,Southern Metropolitan,8920.0,4939.759036144578,2017,2,2017Q1,Unit,1800000.0,-0.5444444444444444
Camberwell,26 Hunter Rd,3,h,2105000.0,S,Fletchers,2017-02-25,7.8,3124.0,3.0,1.0,2.0,692.0,164.0,1940.0,Boroondara,-37.8379,145.0849,Southern Metropolitan,8920.0,3041.907514450867,2017,2,2017Q1,House,1800000.0,0.16944444444444445
Camberwell,6 Judd St,3,t,1625000.0,S,Jellis,2017-02-25,7.8,3124.0,3.0,2.0,2.0,283.0,160.0,1990.0,Boroondara,-37.8362,145.064,Southern Metropolitan,8920.0,5742.049469964664,2017,2,2017Q1,Townhouse,1800000.0,-0.09722222222222222
Camberwell,638 Riversdale Rd,3,h,1750000.0,VB,Jellis,2017-02-25,7.8,3124.0,3.0,2.0,3.0,780.0,,,Boroondara,-37.8328,145.0679,Southern Metropolitan,8920.0,2243.5897435897436,2017,2,2017Q1,House,1800000.0,-0.027777777777777776
Camberwell,16A Waterloo St,3,h,3300000.0,S,Kay,2017-02-25,7.8,3124.0,3.0,3.0,2.0,417.0,220.0,2016.0,Boroondara,-37.831,145.0621,Southern Metropolitan,8920.0,7913.669064748202,2017,2,2017Q1,House,1800000.0,0.8333333333333334
Camberwell,1/3 Crescent Rd,2,u,667000.0,S,Woodards,2016-06-27,7.8,3124.0,2.0,1.0,1.0,83.0,81.0,1960.0,Boroondara,-37.8355,145.0633,Southern Metropolitan,8920.0,8036.144578313253,2016,6,2016Q2,Unit,1800000.0,-0.6294444444444445
Camberwell,30 Smith Rd,5,h,2800000.0,SP,Marshall,2016-06-27,7.8,3124.0,5.0,3.0,2.0,805.0,,,Boroondara,-37.8459,145.0721,Southern Metropolitan,8920.0,3478.2608695652175,2016,6,2016Q2,House,1800000.0,0.5555555555555556
Camberwell,22 Avenue Rd,2,h,1175000.0,PI,Jellis,2016-11-27,7.8,3124.0,2.0,1.0,1.0,246.0,,,Boroondara,-37.8336,145.0612,Southern Metropolitan,8920.0,4776.422764227642,2016,11,2016Q4,House,1800000.0,-0.3472222222222222
Camberwell,3/595 Burke Rd,2,t,775000.0,S,hockingstuart,2016-11-27,7.8,3124.0,2.0,2.0,1.0,103.0,,,Boroondara,-37.8406,145.0545,Southern Metropolitan,8920.0,7524.271844660194,2016,11,2016Q4,Townhouse,1800000.0,-0.5694444444444444
Camberwell,16 Callanish Rd,3,h,2220000.0,S,Marshall,2016-11-27,7.8,3124.0,3.0,2.0,2.0,850.0,,,Boroondara,-37.8456,145.0865,Southern Metropolitan,8920.0,2611.764705882353,2016,11,2016Q4,House,1800000.0,0.23333333333333334
Camberwell,29 Kalang Rd,4,h,2015000.0,S,Jellis,2016-11-27,7.8,3124.0,4.0,1.0,4.0,772.0,145.0,1920.0,Boroondara,-37.8441,145.0806,Southern Metropolitan,8920.0,2610.103626943005,2016,11,2016Q4,House,1800000.0,0.11944444444444445
Camberwell,1/28 Nevis St,2,u,700000.0,S,Marshall,2016-11-27,7.8,3124.0,2.0,1.0,1.0,631.0,75.0,1970.0,Boroondara,-37.8434,145.08100000000005,Southern Metropolitan,8920.0,1109.3502377179082,2016,11,2016Q4,Unit,1800000.0,-0.6111111111111112
Camberwell,808 Riversdale Rd,3,h,1700000.0,S,Garvey,2016-11-27,7.8,3124.0,3.0,1.0,1.0,970.0,,,Boroondara,-37.8344,145.0818,Southern Metropolitan,8920.0,1752.5773195876288,2016,11,2016Q4,House,1800000.0,-0.05555555555555555
Camberwell,25 Russell St,4,h,3225000.0,S,Marshall,2016-11-27,7.8,3124.0,4.0,3.0,1.0,632.0,270.0,1890.0,Boroondara,-37.8244,145.064,Southern Metropolitan,8920.0,5102.848101265823,2016,11,2016Q4,House,1800000.0,0.7916666666666666
Camberwell,44 Athelstan Rd,5,h,3320000.0,SP,Weast,2016-05-28,7.8,3124.0,5.0,4.0,2.0,741.0,407.0,2009.0,Boroondara,-37.8422,145.064,Southern Metropolitan,8920.0,4480.431848852902,2016,5,2016Q2,House,1800000.0,0.8444444444444444
Camberwell,2 Hazel St,5,h,2125000.0,PI,Marshall,2016-05-28,7.8,3124.0,4.0,3.0,2.0,603.0,282.0,1980.0,Boroondara,-37.8437,145.069,Southern Metropolitan,8920.0,3524.0464344941956,2016,5,2016Q2,House,1800000.0,0.18055555555555555
Camberwell,91 Radnor St,4,h,2030000.0,S,Jellis,2016-05-28,7.8,3124.0,4.0,2.0,2.0,686.0,210.0,1960.0,Boroondara,-37.8458,145.0611,Southern Metropolitan,8920.0,2959.183673469388,2016,5,2016Q2,House,1800000.0,0.12777777777777777
Camberwell,532 Burke Rd,4,h,2000000.0,VB,Noel,2016-08-28,7.8,3124.0,4.0,3.0,4.0,697.0,271.0,1980.0,Boroondara,-37.836,145.056,Southern Metropolitan,8920.0,2869.4404591104735,2016,8,2016Q3,House,1800000.0,0.1111111111111111
Camberwell,4/26 Cornell St,2,h,706000.0,S,Fletchers,2016-08-28,7.8,3124.0,2.0,1.0,1.0,95.0,,1960.0,Boroondara,-37.8399,145.0912,Southern Metropolitan,8920.0,7431.578947368421,2016,8,2016Q3,House,1800000.0,-0.6077777777777778
Camberwell,9 Derby St,5,h,2250000.0,PI,Marshall,2016-08-28,7.8,3124.0,5.0,5.0,1.0,639.0,453.0,2010.0,Boroondara,-37.8303,145.0668,Southern Metropolitan,8920.0,3521.1267605633802,2016,8,2016Q3,House,1800000.0,0.25
Camberwell,20 Kirkwood Dr,5,h,2740000.0,S,Fletchers,2016-08-28,7.8,3124.0,4.0,2.0,2.0,643.0,363.0,2005.0,Boroondara,-37.8421,145.0719,Southern Metropolitan,8920.0,4261.275272161742,2016,8,2016Q3,House,1800000.0,0.5222222222222223
Coburg,29 Molesworth St,2,h,850000.0,SP,Brad,2016-09-03,7.8,3058.0,2.0,1.0,1.0,371.0,93.0,1930.0,Moreland,-37.735,144.9589,Northern Metropolitan,11204.0,2291.1051212938005,2016,9,2016Q3,House,944000.0,-0.09957627118644068
Coburg,10 Shackell St,3,h,784000.0,S,Nelson,2016-09-03,7.8,3058.0,2.0,1.0,1.0,286.0,110.0,1890.0,Moreland,-37.7427,144.952,Northern Metropolitan,11204.0,2741.2587412587413,2016,9,2016Q3,House,944000.0,-0.1694915254237288
Coburg,37 Elizabeth St,3,h,680000.0,S,Nelson,2016-12-03,7.8,3058.0,3.0,1.0,0.0,702.0,108.0,1950.0,Moreland,-37.7391,144.9812,Northern Metropolitan,11204.0,968.6609686609687,2016,12,2016Q4,House,944000.0,-0.2796610169491525
Coburg,38 Harding St,4,h,1221000.0,S,Nelson,2016-12-03,7.8,3058.0,4.0,1.0,2.0,596.0,,,Moreland,-37.7456,144.9696,Northern Metropolitan,11204.0,2048.6577181208054,2016,12,2016Q4,House,944000.0,0.2934322033898305
Coburg,181 Munro St,3,h,790000.0,S,Del,2016-12-03,7.8,3058.0,3.0,1.0,2.0,371.0,,,Moreland,-37.7435,144.9507,Northern Metropolitan,11204.0,2129.380053908356,2016,12,2016Q4,House,944000.0,-0.163135593220339
Coburg,43 Ohea St,4,h,955000.0,S,Nelson,2016-12-03,7.8,3058.0,4.0,2.0,1.0,295.0,,,Moreland,-37.7374,144.9617,Northern Metropolitan,11204.0,3237.2881355932204,2016,12,2016Q4,House,944000.0,0.011652542372881356
Coburg,8 Watchtower Rd,3,h,675000.0,PI,Walshe,2016-02-04,7.8,3058.0,3.0,1.0,2.0,142.0,123.0,2005.0,Moreland,-37.7382,144.97299999999996,Northern Metropolitan,11204.0,4753.521126760564,2016,2,2016Q1,House,944000.0,-0.2849576271186441
Coburg,12 Hardwick St,3,h,1010000.0,S,Jellis,2017-03-04,7.8,3058.0,3.0,2.0,1.0,278.0,278.0,,Moreland,-37.7494,144.9686,Northern Metropolitan,11204.0,3633.093525179856,2017,3,2017Q1,House,944000.0,0.06991525423728813
Coburg,3 Mavis St,3,h,1202000.0,S,Nelson,2017-03-04,7.8,3058.0,3.0,2.0,2.0,423.0,140.0,1940.0,Moreland,-37.7493,144.9559,Northern Metropolitan,11204.0,2841.6075650118205,2017,3,2017Q1,House,944000.0,0.2733050847457627
Coburg,243 Moreland Rd,3,h,1370000.0,S,Ray,2017-03-04,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,Moreland,-37.7549,144.9611,Northern Metropolitan,11204.0,5879.828326180257,2017,3,2017Q1,House,944000.0,0.451271186440678
Coburg,45 Portland St,3,h,1000000.0,VB,Jellis,2017-03-04,7.8,3058.0,3.0,2.0,3.0,370.0,110.0,1920.0,Moreland,-37.744,144.9501,Northern Metropolitan,11204.0,2702.7027027027025,2017,3,2017Q1,House,944000.0,0.059322033898305086
Coburg,6 Stawell St,3,h,935500.0,S,Brad,2017-03-04,7.8,3058.0,3.0,1.0,2.0,386.0,,,Moreland,-37.7364,144.96,Northern Metropolitan,11204.0,2423.5751295336786,2017,3,2017Q1,House,944000.0,-0.009004237288135594
Coburg,35 The Grove,8,u,2250000.0,PI,Peter,2017-03-04,7.8,3058.0,4.0,2.0,4.0,983.0,,,Moreland,-37.7517,144.9699,Northern Metropolitan,11204.0,2288.911495422177,2017,3,2017Q1,Unit,944000.0,1.3834745762711864
Coburg,171 Moreland Rd,4,h,145000.0,PI,Jellis,2016-06-04,7.8,3058.0,3.0,1.0,1.0,536.0,164.0,1910.0,Moreland,-37.7555,144.9658,Northern Metropolitan,11204.0,270.5223880597015,2016,6,2016Q2,House,944000.0,-0.8463983050847458
Coburg,191 Ohea St,4,h,905000.0,S,LITTLE,2016-06-04,7.8,3058.0,3.0,2.0,1.0,439.0,,,Moreland,-37.7363,144.9507,Northern Metropolitan,11204.0,2061.503416856492,2016,6,2016Q2,House,944000.0,-0.0413135593220339
Coburg,33 Wellington St,3,h,860000.0,S,Peter,2016-06-04,7.8,3058.0,3.0,1.0,1.0,283.0,109.0,1915.0,Moreland,-37.7416,144.9582,Northern Metropolitan,11204.0,3038.86925795053,2016,6,2016Q2,House,944000.0,-0.08898305084745763
Coburg,16 Linda St,2,h,953000.0,S,Jellis,2016-08-06,7.8,3058.0,2.0,1.0,1.0,170.0,101.0,1890.0,Moreland,-37.7508,144.9608,Northern Metropolitan,11204.0,5605.882352941177,2016,8,2016Q3,House,944000.0,0.009533898305084746
Coburg,6 Shackell St,2,h,735000.0,SP,Nelson,2016-08-06,7.8,3058.0,2.0,1.0,1.0,280.0,93.0,1900.0,Moreland,-37.7429,144.952,Northern Metropolitan,11204.0,2625.0,2016,8,2016Q3,House,944000.0,-0.22139830508474576
Coburg,56 Rose St,3,h,1100000.0,VB,Nelson,2016-05-07,7.8,3058.0,3.0,1.0,1.0,576.0,,,Moreland,-37.7432,144.9474,Northern Metropolitan,11204.0,1909.7222222222222,2016,5,2016Q2,House,944000.0,0.1652542372881356
Coburg,27 Higinbotham St,3,h,947000.0,S,Brad,2016-11-07,7.8,3058.0,3.0,1.0,1.0,372.0,125.0,1920.0,Moreland,-37.735,144.9581,Northern Metropolitan,11204.0,2545.6989247311826,2016,11,2016Q4,House,944000.0,0.0031779661016949155
Coburg,2/58 Moore St,3,t,865000.0,S,Nelson,2016-11-07,7.8,3058.0,3.0,2.0,2.0,263.0,,2008.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0,3288.9733840304184,2016,11,2016Q4,Townhouse,944000.0,-0.0836864406779661
Coburg,3/58 Moore St,3,t,740000.0,VB,Nelson,2016-10-08,7.8,3058.0,3.0,2.0,1.0,255.0,164.0,2014.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0,2901.9607843137255,2016,10,2016Q4,Townhouse,944000.0,-0.21610169491525424
Coburg,105 Moreland Rd,3,h,812000.0,S,Nicholson,2016-10-08,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,Moreland,-37.7561,144.9718,Northern Metropolitan,11204.0,2194.5945945945946,2016,10,2016Q4,House,944000.0,-0.13983050847457626
Coburg,107 Moreland Rd,3,h,766000.0,S,Nicholson,2016-10-08,7.8,3058.0,3.0,1.0,0.0,378.0,124.0,1930.0,Moreland,-37.7561,144.9716,Northern Metropolitan,11204.0,2026.4550264550264,2016,10,2016Q4,House,944000.0,-0.1885593220338983
Coburg,109 Moreland Rd,3,h,825000.0,S,Nicholson,2016-10-08,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,Moreland,-37.7561,144.9715,Northern Metropolitan,11204.0,2205.8823529411766,2016,10,2016Q4,House,944000.0,-0.1260593220338983
Coburg,2 Quarry Cct,4,h,1131000.0,S,Nelson,2016-10-08,7.8,3058.0,4.0,2.0,2.0,494.0,300.0,2001.0,Moreland,-37.7359,144.9711,Northern Metropolitan,11204.0,2289.4736842105262,2016,10,2016Q4,House,944000.0,0.19809322033898305
Coburg,114 Reynard St,3,h,1064000.0,SP,Nelson,2016-10-08,7.8,3058.0,3.0,2.0,1.0,417.0,178.0,1940.0,Moreland,-37.7478,144.9583,Northern Metropolitan,11204.0,2551.558752997602,2016,10,2016Q4,House,944000.0,0.1271186440677966
Coburg,3/262 Reynard St,2,t,610000.0,PI,Ray,2016-10-08,7.8,3058.0,2.0,2.0,1.0,114.0,,,Moreland,-37.7466,144.9482,Northern Metropolitan,11204.0,5350.877192982456,2016,10,2016Q4,Townhouse,944000.0,-0.3538135593220339
Coburg,60 Glengyle St,3,h,1210000.0,S,Nelson,2016-09-10,7.8,3058.0,3.0,1.0,1.0,379.0,125.0,1925.0,Moreland,-37.7544,144.9764,Northern Metropolitan,11204.0,3192.612137203166,2016,9,2016Q3,House,944000.0,0.2817796610169492
Coburg,4/44 Victoria St,2,u,653000.0,SP,Peter,2016-09-10,7.8,3058.0,2.0,1.0,1.0,129.0,107.0,2012.0,Moreland,-37.7422,144.9606,Northern Metropolitan,11204.0,5062.015503875969,2016,9,2016Q3,Unit,944000.0,-0.3082627118644068
Coburg,2/118 Bruce St,3,t,640000.0,S,Nelson,2016-12-10,7.8,3058.0,3.0,1.0,2.0,119.0,109.0,1995.0,Moreland,-37.7403,144.9491,Northern Metropolitan,11204.0,5378.151260504202,2016,12,2016Q4,Townhouse,944000.0,-0.3220338983050847
Coburg,31 Elizabeth St,2,h,820000.0,S,Peter,2016-12-10,7.8,3058.0,2.0,1.0,1.0,597.0,,1960.0,Moreland,-37.7402,144.9807,Northern Metropolitan,11204.0,1373.5343383584589,2016,12,2016Q4,House,944000.0,-0.13135593220338984
Coburg,7 Gladstone St,4,h,1250000.0,S,Jellis,2016-12-10,7.8,3058.0,4.0,1.0,2.0,613.0,,,Moreland,-37.7433,144.9762,Northern Metropolitan,11204.0,2039.1517128874389,2016,12,2016Q4,House,944000.0,0.3241525423728814
Coburg,21 Governors Rd,5,h,1335000.0,S,Nelson,2016-12-10,7.8,3058.0,5.0,3.0,2.0,390.0,,,Moreland,-37.7376,144.9726,Northern Metropolitan,11204.0,3423.076923076923,2016,12,2016Q4,House,944000.0,0.4141949152542373
Coburg,56 The Grove,6,h,1900000.0,VB,hockingstuart,2016-12-10,7.8,3058.0,6.0,2.0,2.0,1060.0,,,Moreland,-37.7523,144.9725,Northern Metropolitan,11204.0,1792.4528301886792,2016,12,2016Q4,House,944000.0,1.0127118644067796
Coburg,5 Donne St,3,h,1090000.0,S,ASL,2016-11-12,7.8,3058.0,3.0,1.0,1.0,464.0,,,Moreland,-37.753,144.9485,Northern Metropolitan,11204.0,2349.137931034483,2016,11,2016Q4,House,944000.0,0.15466101694915255
Coburg,41 Service St,3,h,1130000.0,SP,Re,2016-11-12,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,Moreland,-37.7379,144.9623,Northern Metropolitan,11204.0,1537.4149659863945,2016,11,2016Q4,House,944000.0,0.19703389830508475
Coburg,1 Sutherland St,4,h,1145000.0,S,Nelson,2016-11-12,7.8,3058.0,4.0,2.0,2.0,480.0,,,Moreland,-37.7402,144.9607,Northern Metropolitan,11204.0,2385.4166666666665,2016,11,2016Q4,House,944000.0,0.2129237288135593
Coburg,38 Budds St,2,t,657000.0,SP,Nelson,2016-08-13,7.8,3058.0,2.0,1.0,2.0,138.0,,,Moreland,-37.7427,144.9711,Northern Metropolitan,11204.0,4760.869565217391,2016,8,2016Q3,Townhouse,944000.0,-0.3040254237288136
Coburg,1e The Avenue,3,h,763000.0,S,Woodards,2016-05-14,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,Moreland,-37.7517,144.963,Northern Metropolitan,11204.0,7130.841121495327,2016,5,2016Q2,House,944000.0,-0.1917372881355932
Coburg,53 Hawthorn St,2,h,903000.0,S,Nelson,2016-10-15,7.8,3058.0,2.0,1.0,1.0,253.0,94.0,1910.0,Moreland,-37.7484,144.9521,Northern Metropolitan,11204.0,3569.1699604743085,2016,10,2016Q4,House,944000.0,-0.04343220338983051
Coburg,4 Miller St,3,h,1000000.0,S,Nelson,2016-10-15,7.8,3058.0,3.0,1.0,1.0,431.0,117.0,1970.0,Moreland,-37.75,144.9695,Northern Metropolitan,11204.0,2320.185614849188,2016,10,2016Q4,House,944000.0,0.059322033898305086
Coburg,13 Shaftsbury St,4,h,1742000.0,SP,Nelson,2016-10-15,7.8,3058.0,3.0,2.0,4.0,482.0,256.0,2006.0,Moreland,-37.7529,144.9534,Northern Metropolitan,11204.0,3614.1078838174276,2016,10,2016Q4,House,944000.0,0.8453389830508474
Coburg,12 Gordon St,4,h,865000.0,S,Brad,2016-04-16,7.8,3058.0,4.0,1.0,1.0,452.0,125.0,1925.0,Moreland,-37.7525,144.94799999999995,Northern Metropolitan,11204.0,1913.716814159292,2016,4,2016Q2,House,944000.0,-0.0836864406779661
Coburg,23 Berry St,3,h,1278000.0,S,Peter,2016-07-16,7.8,3058.0,3.0,2.0,3.0,405.0,156.0,1930.0,Moreland,-37.7464,144.959,Northern Metropolitan,11204.0,3155.5555555555557,2016,7,2016Q3,House,944000.0,0.3538135593220339
Coburg,45 Kerferd St,4,h,1000000.0,SP,Peter,2016-09-17,7.8,3058.0,4.0,2.0,1.0,381.0,,1938.0,Moreland,-37.7337,144.9548,Northern Metropolitan,11204.0,2624.6719160104985,2016,9,2016Q3,House,944000.0,0.059322033898305086
Coburg,3 Phillips St,3,h,1030000.0,S,Considine,2016-09-17,7.8,3058.0,3.0,1.0,1.0,404.0,,,Moreland,-37.7504,144.9537,Northern Metropolitan,11204.0,2549.5049504950493,2016,9,2016Q3,House,944000.0,0.09110169491525423
Coburg,19 Audley St,4,h,1136000.0,S,Ray,2017-03-18,7.8,3058.0,4.0,3.0,1.0,420.0,146.0,1920.0,Moreland,-37.7501,144.96200000000005,Northern Metropolitan,11204.0,2704.7619047619046,2017,3,2017Q1,House,944000.0,0.2033898305084746
Coburg,13 Carron St,2,t,635000.0,S,Ray,2017-03-18,7.8,3058.0,2.0,1.0,1.0,97.0,95.0,2014.0,Moreland,-37.7516,144.9623,Northern Metropolitan,11204.0,6546.3917525773195,2017,3,2017Q1,Townhouse,944000.0,-0.3273305084745763
Coburg,196 Ohea St,3,h,1061000.0,S,Brad,2017-03-18,7.8,3058.0,3.0,1.0,1.0,527.0,,,Moreland,-37.7359,144.9502,Northern Metropolitan,11204.0,2013.2827324478178,2017,3,2017Q1,House,944000.0,0.1239406779661017
Coburg,9 Vincent St,4,h,1155000.0,S,Nelson,2017-03-18,7.8,3058.0,4.0,1.0,2.0,370.0,,,Moreland,-37.7431,144.95600000000005,Northern Metropolitan,11204.0,3121.6216216216217,2017,3,2017Q1,House,944000.0,0.22351694915254236
Coburg,6 Farm Rd,4,h,650000.0,PI,RT,2016-06-18,7.8,3058.0,3.0,2.0,2.0,312.0,,,Moreland,-37.7362,144.9714,Northern Metropolitan,11204.0,2083.3333333333335,2016,6,2016Q2,House,944000.0,-0.3114406779661017
Coburg,89 Gordon St,3,h,1286000.0,S,Nelson,2016-06-18,7.8,3058.0,3.0,2.0,2.0,435.0,,,Moreland,-37.7477,144.9483,Northern Metropolitan,11204.0,2956.32183908046,2016,6,2016Q2,House,944000.0,0.3622881355932203
Coburg,31 Hardwick St,3,h,885000.0,S,Nelson,2016-06-18,7.8,3058.0,3.0,1.0,2.0,255.0,,1920.0,Moreland,-37.7493,144.9701,Northern Metropolitan,11204.0,3470.5882352941176,2016,6,2016Q2,House,944000.0,-0.0625
Coburg,13 Hudson St,4,h,1160000.0,PI,Jellis,2016-06-18,7.8,3058.0,4.0,2.0,5.0,371.0,,1888.0,Moreland,-37.7436,144.96200000000005,Northern Metropolitan,11204.0,3126.6846361185985,2016,6,2016Q2,House,944000.0,0.2288135593220339
Coburg,203 Munro St,4,h,1400000.0,S,RE,2016-06-18,7.8,3058.0,4.0,1.0,1.0,856.0,189.0,1970.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204.0,1635.5140186915887,2016,6,2016Q2,House,944000.0,0.4830508474576271
Coburg,8 Gilbert St,3,h,1260000.0,S,Jellis,2016-11-19,7.8,3058.0,3.0,2.0,0.0,407.0,230.0,1930.0,Moreland,-37.7471,144.9579,Northern Metropolitan,11204.0,3095.8230958230956,2016,11,2016Q4,House,944000.0,0.3347457627118644
Coburg,1/33 Sheffield St,2,h,920000.0,SP,Jellis,2016-11-19,7.8,3058.0,2.0,1.0,0.0,157.0,,,Moreland,-37.7464,144.9676,Northern Metropolitan,11204.0,5859.872611464968,2016,11,2016Q4,House,944000.0,-0.025423728813559324
Coburg,52 Stawell St,3,h,841000.0,S,Re,2016-11-19,7.8,3058.0,3.0,1.0,3.0,385.0,98.0,1920.0,Moreland,-37.734,144.9603,Northern Metropolitan,11204.0,2184.4155844155844,2016,11,2016Q4,House,944000.0,-0.10911016949152542
Coburg,59 Moore St,2,h,1130000.0,S,Brad,2016-08-22,7.8,3058.0,2.0,1.0,2.0,520.0,,,Moreland,-37.7543,144.9717,Northern Metropolitan,11204.0,2173.076923076923,2016,8,2016Q3,House,944000.0,0.19703389830508475
Coburg,5/39 Service St,2,t,598000.0,S,Nelson,2016-08-22,7.8,3058.0,2.0,1.0,1.0,108.0,100.0,2007.0,Moreland,-37.7379,144.9617,Northern Metropolitan,11204.0,5537.037037037037,2016,8,2016Q3,Townhouse,944000.0,-0.3665254237288136
Coburg,2 Walsh St,3,h,1120000.0,S,Raine,2016-08-22,7.8,3058.0,3.0,2.0,1.0,293.0,180.0,2006.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204.0,3822.5255972696245,2016,8,2016Q3,House,944000.0,0.1864406779661017
Coburg,24 Webb St,3,h,870000.0,S,Nelson,2016-08-22,7.8,3058.0,3.0,1.0,1.0,371.0,100.0,1980.0,Moreland,-37.735,144.9558,Northern Metropolitan,11204.0,2345.013477088949,2016,8,2016Q3,House,944000.0,-0.07838983050847458
Coburg,27 Bruce St,3,h,680000.0,PI,Raine,2016-04-23,7.8,3058.0,2.0,1.0,2.0,462.0,72.0,1920.0,Moreland,-37.7448,144.9478,Northern Metropolitan,11204.0,1471.861471861472,2016,4,2016Q2,House,944000.0,-0.2796610169491525
Coburg,185 Moreland Rd,1,h,482500.0,S,Raine,2016-04-23,7.8,3058.0,1.0,1.0,1.0,108.0,,,Moreland,-37.7554,144.9648,Northern Metropolitan,11204.0,4467.592592592592,2016,4,2016Q2,House,944000.0,-0.4888771186440678
