TransactionID,Suburb,Date,PropertyType,Price,Bedrooms,Bathrooms,Car_Spaces,Landsize,Price_per_sqm,Suburb_Median,Price_Deviation
655,Brunswick,2016-05-28,House,765000.0,2,1.0,1.0,199.0,3844.221105527638,1037000.0,-0.2622950819672131
656,Brunswick,2016-08-28,House,772000.0,1,1.0,1.0,147.0,5251.700680272109,1037000.0,-0.2555448408871745
657,Brunswick,2016-08-28,House,1210000.0,3,2.0,1.0,280.0,4321.428571428572,1037000.0,0.1668273866923818
658,Brunswick,2016-08-28,House,1755000.0,4,2.0,1.0,354.0,4957.627118644068,1037000.0,0.6923818707810994
659,Brunswick,2016-08-28,House,1073000.0,2,1.0,1.0,182.0,5895.604395604396,1037000.0,0.034715525554484
660,Brunswick,2016-08-28,House,1080000.0,3,2.0,1.0,316.0,3417.721518987342,1037000.0,0.0414657666345226
661,Brunswick,2016-07-30,House,945000.0,2,1.0,2.0,246.0,3841.4634146341464,1037000.0,-0.0887174541947926
662,Brunswick,2016-07-30,House,755000.0,2,1.0,1.0,159.0,4748.427672955975,1037000.0,-0.2719382835101254
663,Camberwell,2016-09-03,House,2650000.0,4,2.0,1.0,652.0,4064.41717791411,1800000.0,0.4722222222222222
664,Camberwell,2016-09-03,Townhouse,1615000.0,3,1.0,2.0,389.0,4151.670951156812,1800000.0,-0.1027777777777777
665,Camberwell,2016-09-03,House,3225000.0,4,3.0,2.0,934.0,3452.8907922912204,1800000.0,0.7916666666666666
666,Camberwell,2016-12-03,Unit,729000.0,2,1.0,1.0,137.0,5321.167883211679,1800000.0,-0.595
667,Camberwell,2016-12-03,House,2600000.0,5,4.0,1.0,708.0,3672.316384180791,1800000.0,0.4444444444444444
668,Camberwell,2016-12-03,House,1650000.0,3,2.0,2.0,305.0,5409.836065573771,1800000.0,-0.0833333333333333
669,Camberwell,2017-03-04,House,2860000.0,5,3.0,4.0,753.0,3798.140770252324,1800000.0,0.5888888888888889
670,Camberwell,2016-06-04,House,950000.0,2,1.0,2.0,230.0,4130.434782608696,1800000.0,-0.4722222222222222
671,Camberwell,2016-06-04,Unit,615000.0,2,1.0,1.0,1107.0,555.5555555555555,1800000.0,-0.6583333333333333
672,Camberwell,2016-06-04,House,1987000.0,3,2.0,2.0,706.0,2814.447592067989,1800000.0,0.1038888888888888
673,Camberwell,2016-06-04,Unit,683000.0,2,1.0,1.0,146.0,4678.082191780822,1800000.0,-0.6205555555555555
674,Camberwell,2016-06-04,House,1690000.0,3,2.0,1.0,777.0,2175.032175032175,1800000.0,-0.0611111111111111
675,Camberwell,2016-06-04,Unit,717000.0,2,1.0,1.0,136.0,5272.058823529412,1800000.0,-0.6016666666666667
676,Camberwell,2016-08-06,Townhouse,1300000.0,3,2.0,2.0,342.0,3801.169590643274,1800000.0,-0.2777777777777778
677,Camberwell,2016-05-07,House,2950000.0,4,2.0,4.0,661.0,4462.934947049925,1800000.0,0.6388888888888888
678,Camberwell,2016-05-07,House,2600000.0,4,2.0,2.0,600.0,4333.333333333333,1800000.0,0.4444444444444444
679,Camberwell,2016-05-07,House,2325000.0,3,2.0,2.0,1133.0,2052.0741394527804,1800000.0,0.2916666666666667
680,Camberwell,2016-11-07,Unit,435000.0,2,1.0,1.0,896.0,485.49107142857144,1800000.0,-0.7583333333333333
681,Camberwell,2016-10-08,House,892000.0,2,1.0,1.0,335.0,2662.686567164179,1800000.0,-0.5044444444444445
682,Camberwell,2016-09-10,Townhouse,900400.0,2,1.0,1.0,93.0,9681.720430107527,1800000.0,-0.4997777777777777
683,Camberwell,2016-12-10,House,2090000.0,4,2.0,2.0,650.0,3215.3846153846152,1800000.0,0.1611111111111111
684,Camberwell,2016-12-10,Townhouse,1250000.0,3,2.0,2.0,232.0,5387.931034482759,1800000.0,-0.3055555555555556
685,Camberwell,2016-06-12,House,2000000.0,3,1.0,2.0,821.0,2436.05359317905,1800000.0,0.1111111111111111
686,Camberwell,2016-06-12,House,1302000.0,3,1.0,1.0,427.0,3049.1803278688526,1800000.0,-0.2766666666666666
687,Camberwell,2016-11-12,House,1430000.0,3,2.0,2.0,244.0,5860.6557377049185,1800000.0,-0.2055555555555555
688,Camberwell,2016-11-12,House,1622000.0,3,1.0,1.0,544.0,2981.6176470588234,1800000.0,-0.0988888888888888
689,Camberwell,2016-11-12,Unit,435000.0,2,1.0,1.0,896.0,485.49107142857144,1800000.0,-0.7583333333333333
690,Camberwell,2016-08-13,House,620000.0,2,1.0,1.0,122.0,5081.9672131147545,1800000.0,-0.6555555555555556
691,Camberwell,2016-05-14,House,2000000.0,5,3.0,2.0,801.0,2496.8789013732835,1800000.0,0.1111111111111111
692,Camberwell,2016-10-15,House,2608000.0,5,2.0,4.0,730.0,3572.6027397260273,1800000.0,0.4488888888888889
693,Camberwell,2016-10-15,House,1780000.0,3,1.0,1.0,769.0,2314.6944083224967,1800000.0,-0.0111111111111111
694,Camberwell,2016-04-16,House,2250000.0,3,2.0,2.0,656.0,3429.878048780488,1800000.0,0.25
695,Camberwell,2016-04-16,House,895000.0,2,1.0,1.0,424.0,2110.8490566037735,1800000.0,-0.5027777777777778
696,Camberwell,2016-04-16,House,1800000.0,3,2.0,0.0,584.0,3082.1917808219177,1800000.0,0.0
697,Camberwell,2016-04-16,House,1400000.0,4,0.0,0.0,693.0,2020.20202020202,1800000.0,-0.2222222222222222
698,Camberwell,2016-07-16,Unit,693000.0,2,1.0,1.0,84.0,8250.0,1800000.0,-0.615
699,Camberwell,2016-09-17,Unit,900000.0,2,1.0,1.0,150.0,6000.0,1800000.0,-0.5
700,Camberwell,2016-09-17,House,2700000.0,5,3.0,2.0,802.0,3366.583541147132,1800000.0,0.5
701,Camberwell,2017-03-18,Unit,805000.0,2,2.0,2.0,188.0,4281.914893617021,1800000.0,-0.5527777777777778
702,Camberwell,2017-03-18,House,2228000.0,4,2.0,2.0,813.0,2740.4674046740465,1800000.0,0.2377777777777777
703,Camberwell,2017-03-18,Townhouse,930000.0,3,2.0,2.0,132.0,7045.454545454545,1800000.0,-0.4833333333333333
704,Camberwell,2017-03-18,House,4760000.0,4,2.0,2.0,903.0,5271.3178294573645,1800000.0,1.6444444444444444
705,Camberwell,2017-03-18,House,1602500.0,3,1.0,1.0,405.0,3956.7901234567903,1800000.0,-0.1097222222222222
706,Camberwell,2016-06-18,Townhouse,1515000.0,3,2.0,2.0,318.0,4764.1509433962265,1800000.0,-0.1583333333333333
707,Camberwell,2016-06-18,House,1800000.0,2,1.0,4.0,368.0,4891.304347826087,1800000.0,0.0
708,Camberwell,2016-08-22,House,1185000.0,2,2.0,2.0,259.0,4575.289575289576,1800000.0,-0.3416666666666667
709,Camberwell,2016-08-22,House,2177000.0,3,1.0,2.0,635.0,3428.3464566929133,1800000.0,0.2094444444444444
710,Camberwell,2016-09-24,House,2155000.0,3,1.0,1.0,891.0,2418.6307519640854,1800000.0,0.1972222222222222
711,Camberwell,2017-02-25,House,3400000.0,3,2.0,4.0,877.0,3876.852907639681,1800000.0,0.8888888888888888
712,Camberwell,2017-02-25,House,1470000.0,2,1.0,2.0,400.0,3675.0,1800000.0,-0.1833333333333333
713,Camberwell,2017-02-25,Unit,820000.0,2,1.0,1.0,166.0,4939.759036144578,1800000.0,-0.5444444444444444
714,Camberwell,2017-02-25,House,2105000.0,3,1.0,2.0,692.0,3041.907514450867,1800000.0,0.1694444444444444
715,Camberwell,2017-02-25,Townhouse,1625000.0,3,2.0,2.0,283.0,5742.049469964664,1800000.0,-0.0972222222222222
716,Camberwell,2017-02-25,House,1750000.0,3,2.0,3.0,780.0,2243.5897435897436,1800000.0,-0.0277777777777777
717,Camberwell,2017-02-25,House,3300000.0,3,3.0,2.0,417.0,7913.669064748202,1800000.0,0.8333333333333334
718,Camberwell,2016-06-27,Unit,667000.0,2,1.0,1.0,83.0,8036.144578313253,1800000.0,-0.6294444444444445
719,Camberwell,2016-06-27,House,2800000.0,5,3.0,2.0,805.0,3478.2608695652175,1800000.0,0.5555555555555556
720,Camberwell,2016-11-27,House,1175000.0,2,1.0,1.0,246.0,4776.422764227642,1800000.0,-0.3472222222222222
721,Camberwell,2016-11-27,Townhouse,775000.0,2,2.0,1.0,103.0,7524.271844660194,1800000.0,-0.5694444444444444
722,Camberwell,2016-11-27,House,2220000.0,3,2.0,2.0,850.0,2611.764705882353,1800000.0,0.2333333333333333
723,Camberwell,2016-11-27,House,2015000.0,4,1.0,4.0,772.0,2610.103626943005,1800000.0,0.1194444444444444
724,Camberwell,2016-11-27,Unit,700000.0,2,1.0,1.0,631.0,1109.3502377179082,1800000.0,-0.6111111111111112
725,Camberwell,2016-11-27,House,1700000.0,3,1.0,1.0,970.0,1752.5773195876288,1800000.0,-0.0555555555555555
726,Camberwell,2016-11-27,House,3225000.0,4,3.0,1.0,632.0,5102.848101265823,1800000.0,0.7916666666666666
727,Camberwell,2016-05-28,House,3320000.0,5,4.0,2.0,741.0,4480.431848852902,1800000.0,0.8444444444444444
728,Camberwell,2016-05-28,House,2125000.0,5,3.0,2.0,603.0,3524.0464344941956,1800000.0,0.1805555555555555
729,Camberwell,2016-05-28,House,2030000.0,4,2.0,2.0,686.0,2959.183673469388,1800000.0,0.1277777777777777
730,Camberwell,2016-08-28,House,2000000.0,4,3.0,4.0,697.0,2869.4404591104735,1800000.0,0.1111111111111111
731,Camberwell,2016-08-28,House,706000.0,2,1.0,1.0,95.0,7431.578947368421,1800000.0,-0.6077777777777778
732,Camberwell,2016-08-28,House,2250000.0,5,5.0,1.0,639.0,3521.12676056338,1800000.0,0.25
733,Camberwell,2016-08-28,House,2740000.0,5,2.0,2.0,643.0,4261.275272161742,1800000.0,0.5222222222222223
734,Coburg,2016-09-03,House,850000.0,2,1.0,1.0,371.0,2291.1051212938005,944000.0,-0.0995762711864406
735,Coburg,2016-09-03,House,784000.0,3,1.0,1.0,286.0,2741.2587412587413,944000.0,-0.1694915254237288
736,Coburg,2016-12-03,House,680000.0,3,1.0,0.0,702.0,968.6609686609688,944000.0,-0.2796610169491525
737,Coburg,2016-12-03,House,1221000.0,4,1.0,2.0,596.0,2048.6577181208054,944000.0,0.2934322033898305
738,Coburg,2016-12-03,House,790000.0,3,1.0,2.0,371.0,2129.380053908356,944000.0,-0.163135593220339
739,Coburg,2016-12-03,House,955000.0,4,2.0,1.0,295.0,3237.2881355932204,944000.0,0.0116525423728813
740,Coburg,2016-02-04,House,675000.0,3,1.0,2.0,142.0,4753.521126760564,944000.0,-0.2849576271186441
741,Coburg,2017-03-04,House,1010000.0,3,2.0,1.0,278.0,3633.093525179856,944000.0,0.0699152542372881
742,Coburg,2017-03-04,House,1202000.0,3,2.0,2.0,423.0,2841.6075650118205,944000.0,0.2733050847457627
743,Coburg,2017-03-04,House,1370000.0,3,1.0,1.0,233.0,5879.828326180257,944000.0,0.451271186440678
744,Coburg,2017-03-04,House,1000000.0,3,2.0,3.0,370.0,2702.7027027027025,944000.0,0.059322033898305
745,Coburg,2017-03-04,House,935500.0,3,1.0,2.0,386.0,2423.5751295336786,944000.0,-0.0090042372881355
746,Coburg,2017-03-04,Unit,2250000.0,8,2.0,4.0,983.0,2288.911495422177,944000.0,1.3834745762711864
747,Coburg,2016-06-04,House,145000.0,4,1.0,1.0,536.0,270.5223880597015,944000.0,-0.8463983050847458
748,Coburg,2016-06-04,House,905000.0,4,2.0,1.0,439.0,2061.503416856492,944000.0,-0.0413135593220339
749,Coburg,2016-06-04,House,860000.0,3,1.0,1.0,283.0,3038.86925795053,944000.0,-0.0889830508474576
750,Coburg,2016-08-06,House,953000.0,2,1.0,1.0,170.0,5605.882352941177,944000.0,0.0095338983050847
751,Coburg,2016-08-06,House,735000.0,2,1.0,1.0,280.0,2625.0,944000.0,-0.2213983050847457
752,Coburg,2016-05-07,House,1100000.0,3,1.0,1.0,576.0,1909.7222222222224,944000.0,0.1652542372881356
753,Coburg,2016-11-07,House,947000.0,3,1.0,1.0,372.0,2545.6989247311826,944000.0,0.0031779661016949
754,Coburg,2016-11-07,Townhouse,865000.0,3,2.0,2.0,263.0,3288.9733840304184,944000.0,-0.0836864406779661
755,Coburg,2016-10-08,Townhouse,740000.0,3,2.0,1.0,255.0,2901.9607843137255,944000.0,-0.2161016949152542
756,Coburg,2016-10-08,House,812000.0,3,1.0,1.0,370.0,2194.5945945945946,944000.0,-0.1398305084745762
757,Coburg,2016-10-08,House,766000.0,3,1.0,0.0,378.0,2026.4550264550264,944000.0,-0.1885593220338983
758,Coburg,2016-10-08,House,825000.0,3,1.0,1.0,374.0,2205.8823529411766,944000.0,-0.1260593220338983
759,Coburg,2016-10-08,House,1131000.0,4,2.0,2.0,494.0,2289.4736842105262,944000.0,0.198093220338983
760,Coburg,2016-10-08,House,1064000.0,3,2.0,1.0,417.0,2551.558752997602,944000.0,0.1271186440677966
761,Coburg,2016-10-08,Townhouse,610000.0,2,2.0,1.0,114.0,5350.877192982456,944000.0,-0.3538135593220339
762,Coburg,2016-09-10,House,1210000.0,3,1.0,1.0,379.0,3192.612137203166,944000.0,0.2817796610169492
763,Coburg,2016-09-10,Unit,653000.0,2,1.0,1.0,129.0,5062.015503875969,944000.0,-0.3082627118644068
764,Coburg,2016-12-10,Townhouse,640000.0,3,1.0,2.0,119.0,5378.151260504202,944000.0,-0.3220338983050847
765,Coburg,2016-12-10,House,820000.0,2,1.0,1.0,597.0,1373.5343383584589,944000.0,-0.1313559322033898
766,Coburg,2016-12-10,House,1250000.0,4,1.0,2.0,613.0,2039.1517128874389,944000.0,0.3241525423728814
767,Coburg,2016-12-10,House,1335000.0,5,3.0,2.0,390.0,3423.076923076923,944000.0,0.4141949152542373
768,Coburg,2016-12-10,House,1900000.0,6,2.0,2.0,1060.0,1792.4528301886792,944000.0,1.0127118644067796
769,Coburg,2016-11-12,House,1090000.0,3,1.0,1.0,464.0,2349.137931034483,944000.0,0.1546610169491525
770,Coburg,2016-11-12,House,1130000.0,3,1.0,2.0,735.0,1537.4149659863945,944000.0,0.1970338983050847
771,Coburg,2016-11-12,House,1145000.0,4,2.0,2.0,480.0,2385.4166666666665,944000.0,0.2129237288135593
772,Coburg,2016-08-13,Townhouse,657000.0,2,1.0,2.0,138.0,4760.869565217391,944000.0,-0.3040254237288136
773,Coburg,2016-05-14,House,763000.0,3,2.0,1.0,107.0,7130.841121495327,944000.0,-0.1917372881355932
774,Coburg,2016-10-15,House,903000.0,2,1.0,1.0,253.0,3569.1699604743085,944000.0,-0.0434322033898305
775,Coburg,2016-10-15,House,1000000.0,3,1.0,1.0,431.0,2320.185614849188,944000.0,0.059322033898305
776,Coburg,2016-10-15,House,1742000.0,4,2.0,4.0,482.0,3614.107883817427,944000.0,0.8453389830508474
777,Coburg,2016-04-16,House,865000.0,4,1.0,1.0,452.0,1913.716814159292,944000.0,-0.0836864406779661
778,Coburg,2016-07-16,House,1278000.0,3,2.0,3.0,405.0,3155.5555555555557,944000.0,0.3538135593220339
779,Coburg,2016-09-17,House,1000000.0,4,2.0,1.0,381.0,2624.6719160104985,944000.0,0.059322033898305
780,Coburg,2016-09-17,House,1030000.0,3,1.0,1.0,404.0,2549.5049504950493,944000.0,0.0911016949152542
781,Coburg,2017-03-18,House,1136000.0,4,3.0,1.0,420.0,2704.7619047619046,944000.0,0.2033898305084746
782,Coburg,2017-03-18,Townhouse,635000.0,2,1.0,1.0,97.0,6546.3917525773195,944000.0,-0.3273305084745763
783,Coburg,2017-03-18,House,1061000.0,3,1.0,1.0,527.0,2013.2827324478176,944000.0,0.1239406779661017
784,Coburg,2017-03-18,House,1155000.0,4,1.0,2.0,370.0,3121.6216216216217,944000.0,0.2235169491525423
785,Coburg,2016-06-18,House,650000.0,4,2.0,2.0,312.0,2083.3333333333335,944000.0,-0.3114406779661017
786,Coburg,2016-06-18,House,1286000.0,3,2.0,2.0,435.0,2956.32183908046,944000.0,0.3622881355932203
787,Coburg,2016-06-18,House,885000.0,3,1.0,2.0,255.0,3470.5882352941176,944000.0,-0.0625
788,Coburg,2016-06-18,House,1160000.0,4,2.0,5.0,371.0,3126.6846361185985,944000.0,0.2288135593220339
789,Coburg,2016-06-18,House,1400000.0,4,1.0,1.0,856.0,1635.5140186915887,944000.0,0.4830508474576271
790,Coburg,2016-11-19,House,1260000.0,3,2.0,0.0,407.0,3095.8230958230956,944000.0,0.3347457627118644
791,Coburg,2016-11-19,House,920000.0,2,1.0,0.0,157.0,5859.872611464968,944000.0,-0.0254237288135593
792,Coburg,2016-11-19,House,841000.0,3,1.0,3.0,385.0,2184.4155844155844,944000.0,-0.1091101694915254
793,Coburg,2016-08-22,House,1130000.0,2,1.0,2.0,520.0,2173.076923076923,944000.0,0.1970338983050847
794,Coburg,2016-08-22,Townhouse,598000.0,2,1.0,1.0,108.0,5537.037037037037,944000.0,-0.3665254237288136
795,Coburg,2016-08-22,House,1120000.0,3,2.0,1.0,293.0,3822.525597269625,944000.0,0.1864406779661017
796,Coburg,2016-08-22,House,870000.0,3,1.0,1.0,371.0,2345.013477088949,944000.0,-0.0783898305084745
797,Coburg,2016-04-23,House,680000.0,3,1.0,2.0,462.0,1471.861471861472,944000.0,-0.2796610169491525
798,Coburg,2016-04-23,House,482500.0,1,1.0,1.0,108.0,4467.592592592592,944000.0,-0.4888771186440678
799,Coburg,2016-04-23,House,825000.0,3,1.0,2.0,577.0,1429.8093587521664,944000.0,-0.1260593220338983
800,Coburg,2016-04-23,House,725000.0,3,1.0,0.0,238.0,3046.218487394958,944000.0,-0.2319915254237288
801,Coburg,2016-04-23,House,1250000.0,4,3.0,1.0,515.0,2427.1844660194174,944000.0,0.3241525423728814
802,Coburg,2016-09-24,House,1008000.0,2,1.0,3.0,457.0,2205.6892778993433,944000.0,0.0677966101694915
803,Coburg,2016-09-24,Townhouse,599000.0,2,2.0,1.0,76.0,7881.578947368421,944000.0,-0.3654661016949153
804,Coburg,2016-09-24,House,860000.0,2,1.0,1.0,483.0,1780.5383022774326,944000.0,-0.0889830508474576
805,Coburg,2016-09-24,House,990000.0,4,1.0,1.0,488.0,2028.688524590164,944000.0,0.048728813559322
806,Coburg,2017-02-25,House,635000.0,2,2.0,3.0,339.0,1873.156342182891,944000.0,-0.3273305084745763
807,Coburg,2017-02-25,House,1020000.0,5,2.0,4.0,381.0,2677.165354330709,944000.0,0.0805084745762711
808,Coburg,2017-02-25,House,967000.0,3,1.0,1.0,169.0,5721.89349112426,944000.0,0.024364406779661
809,Coburg,2017-02-25,House,1025000.0,3,1.0,3.0,336.0,3050.595238095238,944000.0,0.0858050847457627
810,Coburg,2017-02-25,House,700000.0,3,1.0,1.0,138.0,5072.463768115942,944000.0,-0.2584745762711864
811,Coburg,2017-02-25,House,1130000.0,3,1.0,3.0,206.0,5485.436893203883,944000.0,0.1970338983050847
812,Coburg,2017-02-25,House,835000.0,3,1.0,2.0,385.0,2168.8311688311687,944000.0,-0.1154661016949152
813,Coburg,2017-02-25,House,1075000.0,4,1.0,4.0,531.0,2024.482109227872,944000.0,0.1387711864406779
814,Coburg,2017-02-25,House,845000.0,3,1.0,1.0,221.0,3823.529411764706,944000.0,-0.1048728813559322
815,Coburg,2017-02-25,Townhouse,600000.0,3,1.0,1.0,102.0,5882.35294117647,944000.0,-0.3644067796610169
816,Coburg,2017-02-25,House,1461000.0,4,2.0,2.0,571.0,2558.6690017513133,944000.0,0.5476694915254238
817,Coburg,2016-07-26,House,1150000.0,4,2.0,2.0,43.0,26744.18604651163,944000.0,0.2182203389830508
818,Coburg,2016-06-27,House,770000.0,3,1.0,2.0,408.0,1887.2549019607843,944000.0,-0.1843220338983051
819,Coburg,2016-06-27,House,472000.0,2,1.0,1.0,500.0,944.0,944000.0,-0.5
820,Coburg,2016-06-27,House,901000.0,2,1.0,1.0,545.0,1653.211009174312,944000.0,-0.0455508474576271
821,Coburg,2016-06-27,House,642000.0,2,1.0,0.0,167.0,3844.311377245509,944000.0,-0.3199152542372881
822,Coburg,2016-11-27,Townhouse,687000.0,3,1.0,1.0,116.0,5922.413793103448,944000.0,-0.2722457627118644
823,Coburg,2016-11-27,House,975000.0,4,2.0,2.0,307.0,3175.8957654723126,944000.0,0.0328389830508474
824,Coburg,2016-11-27,House,985000.0,3,1.0,1.0,309.0,3187.7022653721683,944000.0,0.0434322033898305
825,Coburg,2016-11-27,House,835000.0,3,1.0,1.0,459.0,1819.1721132897603,944000.0,-0.1154661016949152
826,Coburg,2016-11-27,House,951000.0,3,2.0,0.0,342.0,2780.7017543859647,944000.0,0.0074152542372881
827,Coburg,2016-05-28,House,1370000.0,3,1.0,1.0,563.0,2433.392539964476,944000.0,0.451271186440678
828,Coburg,2016-05-28,House,700000.0,2,1.0,2.0,381.0,1837.270341207349,944000.0,-0.2584745762711864
829,Coburg,2016-05-28,Townhouse,810000.0,3,2.0,1.0,213.0,3802.8169014084506,944000.0,-0.1419491525423729
830,Coburg,2016-05-28,House,838000.0,4,1.0,1.0,576.0,1454.861111111111,944000.0,-0.1122881355932203
831,Coburg,2016-05-28,House,810000.0,2,1.0,1.0,370.0,2189.189189189189,944000.0,-0.1419491525423729
832,Coburg,2016-05-28,House,1150000.0,4,1.0,2.0,633.0,1816.7456556082147,944000.0,0.2182203389830508
833,Coburg,2016-05-28,House,931000.0,4,1.0,1.0,412.0,2259.7087378640776,944000.0,-0.0137711864406779
834,Coburg,2016-08-28,House,1331000.0,4,2.0,2.0,394.0,3378.1725888324872,944000.0,0.4099576271186441
835,Coburg,2016-08-28,House,1007000.0,1,2.0,0.0,807.0,1247.831474597274,944000.0,0.0667372881355932
836,Coburg,2016-08-28,House,981000.0,2,1.0,1.0,263.0,3730.038022813688,944000.0,0.0391949152542372
837,Coburg,2016-08-28,House,500000.0,2,1.0,1.0,113.0,4424.778761061947,944000.0,-0.4703389830508475
838,Coburg,2016-07-30,House,830000.0,3,2.0,0.0,559.0,1484.79427549195,944000.0,-0.1207627118644067
839,Coburg,2016-07-30,House,1194500.0,3,1.0,2.0,537.0,2224.3947858473,944000.0,0.2653601694915254
840,Coburg,2016-07-30,House,645000.0,2,1.0,1.0,702.0,918.8034188034188,944000.0,-0.3167372881355932
841,Essendon,2016-09-03,House,1425000.0,3,2.0,2.0,684.0,2083.3333333333335,1165000.0,0.223175965665236
842,Essendon,2016-09-03,Unit,660000.0,2,1.0,1.0,263.0,2509.505703422053,1165000.0,-0.4334763948497854
843,Essendon,2016-12-03,House,980000.0,3,1.0,1.0,445.0,2202.247191011236,1165000.0,-0.1587982832618025
844,Essendon,2016-12-03,House,1295000.0,3,1.0,3.0,688.0,1882.2674418604652,1165000.0,0.111587982832618
845,Essendon,2016-12-03,House,1900000.0,4,1.0,2.0,733.0,2592.087312414734,1165000.0,0.630901287553648
846,Essendon,2016-12-03,Townhouse,595000.0,2,1.0,2.0,752.0,791.2234042553191,1165000.0,-0.4892703862660944
847,Essendon,2016-02-04,House,911000.0,3,2.0,2.0,225.0,4048.8888888888887,1165000.0,-0.2180257510729613
848,Essendon,2017-03-04,House,900000.0,4,2.0,1.0,288.0,3125.0,1165000.0,-0.2274678111587982
849,Essendon,2017-03-04,House,1965000.0,4,2.0,4.0,704.0,2791.193181818182,1165000.0,0.6866952789699571
850,Essendon,2017-03-04,Unit,840000.0,3,2.0,1.0,282.0,2978.723404255319,1165000.0,-0.278969957081545
851,Essendon,2017-03-04,Unit,702500.0,2,1.0,1.0,168.0,4181.547619047619,1165000.0,-0.3969957081545064
852,Essendon,2017-03-04,House,960000.0,3,1.0,2.0,549.0,1748.6338797814208,1165000.0,-0.1759656652360515
853,Essendon,2017-03-04,House,1670000.0,4,2.0,1.0,291.0,5738.831615120275,1165000.0,0.4334763948497854
854,Essendon,2016-06-04,House,1100000.0,3,2.0,1.0,789.0,1394.169835234474,1165000.0,-0.055793991416309
855,Essendon,2016-06-04,House,1800000.0,4,2.0,2.0,648.0,2777.777777777778,1165000.0,0.5450643776824035
856,Essendon,2016-08-06,Townhouse,1250000.0,4,3.0,2.0,374.0,3342.2459893048126,1165000.0,0.0729613733905579
857,Essendon,2016-05-07,House,1365000.0,3,1.0,1.0,754.0,1810.344827586207,1165000.0,0.1716738197424892
858,Essendon,2016-05-07,House,1130000.0,2,1.0,1.0,646.0,1749.2260061919503,1165000.0,-0.0300429184549356
859,Essendon,2016-11-07,House,1467000.0,3,2.0,2.0,188.0,7803.191489361702,1165000.0,0.2592274678111588
860,Essendon,2016-11-07,House,1315000.0,2,1.0,0.0,634.0,2074.1324921135647,1165000.0,0.1287553648068669
861,Essendon,2016-11-07,House,2390000.0,3,1.0,1.0,669.0,3572.496263079223,1165000.0,1.0515021459227467
862,Essendon,2016-10-08,House,1240000.0,3,2.0,2.0,307.0,4039.087947882736,1165000.0,0.0643776824034334
863,Essendon,2016-10-08,House,2800000.0,5,4.0,6.0,877.0,3192.702394526796,1165000.0,1.4034334763948495
864,Essendon,2016-09-10,Unit,645000.0,2,1.0,1.0,228.0,2828.9473684210525,1165000.0,-0.4463519313304721
865,Essendon,2016-09-10,House,1160000.0,4,3.0,2.0,256.0,4531.25,1165000.0,-0.0042918454935622
866,Essendon,2016-12-10,Unit,445000.0,2,1.0,1.0,916.0,485.8078602620087,1165000.0,-0.6180257510729614
867,Essendon,2016-12-10,House,2620000.0,6,4.0,2.0,860.0,3046.5116279069766,1165000.0,1.2489270386266094
868,Essendon,2016-12-10,House,1226000.0,3,1.0,3.0,533.0,2300.187617260788,1165000.0,0.0523605150214592
869,Essendon,2016-12-10,House,825000.0,3,1.0,3.0,477.0,1729.559748427673,1165000.0,-0.2918454935622318
870,Essendon,2017-02-11,House,1402000.0,4,2.0,1.0,554.0,2530.6859205776173,1165000.0,0.2034334763948498
871,Essendon,2017-02-11,House,897000.0,3,1.0,2.0,226.0,3969.026548672566,1165000.0,-0.2300429184549356
872,Essendon,2017-03-11,House,1240000.0,3,1.0,1.0,503.0,2465.2087475149106,1165000.0,0.0643776824034334
873,Essendon,2016-06-12,House,1990000.0,3,2.0,2.0,1021.0,1949.0695396669933,1165000.0,0.7081545064377682
874,Essendon,2016-06-12,House,855000.0,3,1.0,2.0,396.0,2159.090909090909,1165000.0,-0.2660944206008583
875,Essendon,2016-06-12,House,1775000.0,4,2.0,2.0,725.0,2448.2758620689656,1165000.0,0.5236051502145923
876,Essendon,2016-11-12,House,1275000.0,4,2.0,2.0,503.0,2534.7912524850894,1165000.0,0.0944206008583691
877,Essendon,2016-11-12,House,1800000.0,5,2.0,2.0,611.0,2945.9901800327334,1165000.0,0.5450643776824035
878,Essendon,2016-11-12,House,1590000.0,4,3.0,1.0,475.0,3347.3684210526317,1165000.0,0.3648068669527897
879,Essendon,2016-11-12,House,1385000.0,3,2.0,1.0,619.0,2237.479806138934,1165000.0,0.1888412017167382
880,Essendon,2016-08-13,Townhouse,650000.0,3,2.0,1.0,160.0,4062.5,1165000.0,-0.4420600858369098
881,Essendon,2016-05-14,Townhouse,1000000.0,3,2.0,1.0,291.0,3436.426116838488,1165000.0,-0.1416309012875536
882,Essendon,2016-05-14,House,980000.0,3,1.0,1.0,464.0,2112.0689655172414,1165000.0,-0.1587982832618025
883,Essendon,2016-10-15,Unit,585000.0,2,1.0,1.0,160.0,3656.25,1165000.0,-0.4978540772532189
884,Essendon,2016-10-15,House,1295000.0,4,2.0,2.0,696.0,1860.632183908046,1165000.0,0.111587982832618
885,Essendon,2016-10-15,Townhouse,720000.0,3,1.0,2.0,190.0,3789.4736842105262,1165000.0,-0.3819742489270386
886,Essendon,2016-10-15,House,732500.0,2,1.0,1.0,196.0,3737.244897959184,1165000.0,-0.371244635193133
887,Essendon,2016-10-15,House,1635000.0,4,1.0,2.0,638.0,2562.69592476489,1165000.0,0.4034334763948498
